,�..O1,A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32
320,5/25/2020 4:13,American,US/Canada,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,No,More than a month,Very worried,4,4,4,3,5,2,5,4,5,5,4,5,5,4,4,More than 3 years,"Adventure, RPG, Strategy",Everyday,3-4 hours,1. Everyday,Planting trees/flowers,Simple and elegant,4,3,4,2,3,5,5,5,5,4,2,4,3,2,3,4,3,1,3,4,4,1,2,2,4,4,2,3,5,4,4,5,5,5,1,2,1,5,1,5,2,5,4,1,4,5,5,5,5,1,1,1,2,2,4,4,1,5,1,1
321,5/25/2020 4:15,American,US/Canada,Female,Graduate school and higher,Both,23,White,"Single, never married",Out of work and looking for work,Yes,More than a month,A little,5,2,4,4,5,4,5,5,4,5,4,5,5,4,5,More than 3 years,Adventure,Everyday,1-2 hours,1. Everyday,Planting trees/flowers,Geometric style ,4,3,4,3,4,5,5,5,5,4,2,4,1,1,3,4,2,4,3,3,4,4,2,2,4,2,3,3,5,4,3,5,5,5,1,3,1,4,2,5,3,5,5,1,5,4,5,5,3,2,1,1,3,4,5,4,1,5,2,1
329,5/25/2020 4:56,American,US/Canada,Female,High school,A pet,23,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,4,3,4,3,5,1,5,4,5,5,4,5,3,4,5,More than 3 years,"Adventure, RPG",Everyday,1-2 hours,2. Almost everyday,Catching bugs,i haven't gotten it yet,3,3,3,1,2,5,5,5,5,3,3,4,3,3,3,4,2,2,2,3,3,3,3,3,4,4,4,4,5,4,4,5,4,5,1,4,2,4,1,5,3,5,4,2,5,5,5,5,5,2,2,2,5,3,4,3,1,4,1,1
338,5/25/2020 5:29,American ,US/Canada,Female,Undergraduate school,Both,23,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Not at all,2,5,4,3,4,3,3,5,5,4,4,2,2,5,3,More than 3 years,"RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Shopping,As natural as possible,3,4,3,2,4,5,5,3,4,4,2,4,1,3,2,4,4,2,3,4,4,2,1,1,4,4,1,4,5,3,4,5,5,5,1,2,3,3,4,5,5,5,3,2,2,4,5,5,4,1,3,2,5,2,4,5,1,3,5,1
345,5/25/2020 5:37,American (United States of America) ,US/Canada,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,No,More than a month,A little,5,4,5,4,5,1,5,4,5,5,4,5,4,5,5,More than 3 years,"Adventure, Strategy",Every week,1-2 hours,2. Almost everyday,Catching bugs,Water based terraforming and paths (keeping it natural style) ,4,3,4,2,2,3,5,5,4,4,2,4,2,2,3,3,2,4,4,4,3,2,2,4,4,2,2,3,5,5,5,5,5,5,2,1,2,4,3,5,4,4,3,2,3,4,5,5,4,2,1,1,5,3,3,5,2,3,3,1
376,5/25/2020 6:12,Caucasian ,EU,Female,High school,None,23,White,Married or domestic partnership,Out of work but not currently looking for work,Yes,More than a month,Worried,3,4,4,3,4,3,5,4,4,4,1,5,2,4,5,More than 3 years,"RPG, Simulation",Every month,I’ve spent a lot more time playing video games during quarantine than I have in the past few years ,1. Everyday,Fishing,I only use terraforming to enhance or slightly change the original island layout,3,3,3,2,2,5,5,5,4,4,4,3,1,2,1,2,1,1,2,3,4,3,3,2,3,3,3,3,4,4,3,4,4,4,2,2,3,3,1,4,5,5,4,2,3,5,5,4,5,3,4,3,5,2,3,5,4,4,5,4
377,5/25/2020 6:13,American (United States),US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,3,4,4,5,4,5,4,4,5,4,5,4,4,4,More than 3 years,"Action, Adventure, RPG, Strategy",Almost everyday,2-3 hours,2. Almost everyday,Fishing,Lowkey (not much terraforming),4,4,3,3,2,5,5,4,5,4,2,4,2,3,3,3,2,1,3,4,4,2,3,1,3,2,2,3,5,4,4,5,5,5,1,2,2,4,1,4,4,5,4,2,4,5,5,5,3,1,2,1,4,3,4,5,2,4,4,2
378,5/25/2020 6:16,American (U.S.A.),US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,4,5,4,5,2,4,5,5,5,3,5,4,4,5,More than 3 years,"RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Decorating my home and outdoor spaces,"I like to keep my island looking kind of ""natural"" with houses and other features spread out. lots of custom paths.",4,3,4,3,3,3,4,4,4,4,2,4,1,2,4,3,3,2,3,4,3,4,3,2,4,3,1,3,4,5,4,5,4,5,2,1,2,4,1,5,4,4,4,1,5,5,4,4,3,3,3,2,5,3,4,5,3,4,4,1
379,5/25/2020 6:17,American,US/Canada,Female,High school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,3,5,1,5,5,5,5,4,5,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3-4 hours,1. Everyday,Catching bugs,Simplistic/natural,4,4,4,2,4,5,5,5,5,4,2,3,1,3,3,3,3,1,4,3,4,4,2,1,4,4,4,3,5,5,5,5,5,5,1,3,2,5,1,5,5,5,5,2,5,5,5,5,5,2,1,1,5,2,5,5,1,5,5,1
394,5/25/2020 6:55,American,US/Canada,Female,Undergraduate school,None,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,5,5,4,5,4,5,4,5,5,2,5,3,5,5,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Terraforming,nature theme,2,2,3,4,4,5,5,5,5,4,1,4,1,3,3,3,3,3,3,3,4,1,1,4,4,4,1,1,5,3,5,5,5,5,1,2,1,3,1,4,2,3,3,3,3,3,3,4,4,4,1,1,3,1,3,4,1,4,2,1
402,5/25/2020 7:11,Canadian,US/Canada,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,2,5,2,5,3,4,4,4,2,4,3,4,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,2-3 hours,1. Everyday,Terraforming,"Nature, cottage core, woodsy",4,4,4,3,3,5,5,5,5,4,1,4,1,4,2,3,3,3,2,3,4,4,3,2,3,4,3,2,5,4,4,5,5,5,1,4,2,4,3,5,4,5,5,2,5,5,5,5,5,2,3,1,5,5,5,5,2,5,5,3
405,5/25/2020 7:13,American,US/Canada,Female,Undergraduate school,Both,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,4,3,4,5,5,3,4,4,4,4,3,4,2,3,4,More than 3 years,Simulation,Almost everyday,1-2 hours,1. Everyday,Fishing,Rural and natural,4,4,4,3,4,5,5,5,5,4,1,4,1,1,3,2,2,4,1,4,4,3,1,2,4,4,1,2,4,4,2,5,5,5,2,1,2,4,2,5,4,5,4,2,4,5,4,5,5,2,1,2,4,2,3,4,2,3,3,1
411,5/25/2020 7:25,American,US/Canada,Female,Undergraduate school,A pet,23,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,4,4,5,4,5,4,5,5,5,4,4,5,5,5,5,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,20-Oct,2. Almost everyday,interacting with villagers,Natural,4,2,3,3,2,4,5,5,5,4,3,4,1,2,4,4,4,1,4,4,4,4,1,2,4,4,4,2,4,3,1,5,5,5,2,3,2,3,3,5,5,5,3,2,3,3,5,5,5,1,3,1,5,4,5,5,2,5,5,2
417,5/25/2020 7:30,American,US/Canada,Female,Graduate school and higher,A pet,23,White,Married or domestic partnership,Employed for wages,Yes,More than 3 weeks,Worried,5,3,4,4,5,2,5,4,5,5,5,2,3,3,5,More than 3 years,"RPG, Strategy",Every week,4+ hours ,1. Everyday,Terraforming,Naturalistic,4,2,4,3,2,1,1,5,5,3,1,4,2,2,4,3,2,3,3,4,4,4,2,3,3,4,3,2,5,5,5,5,5,5,1,3,2,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,4,5,5,1,5,5,3
452,5/25/2020 10:05,United States,US/Canada,Female,Undergraduate school,None,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,4,4,5,3,5,4,4,4,3,5,4,3,4,More than 3 years,"RPG, Simulation, Strategy",Almost everyday,1-2 hours,2. Almost everyday,interacting with villagers and friends,"I like my island to look mostly natural, like it was planned around the existing land",4,3,3,2,2,5,5,5,4,4,1,3,2,1,3,3,3,1,3,3,3,1,1,2,4,3,2,2,5,3,3,5,4,5,1,3,2,3,1,5,4,5,4,2,3,3,3,4,2,2,1,1,4,2,5,3,1,4,4,1
458,5/25/2020 11:05,American ,US/Canada,Female,Undergraduate school,A pet,23,White,Married or domestic partnership,Out of work and looking for work,Yes,More than 3 weeks,Worried,4,3,4,2,5,3,4,4,2,5,4,4,4,3,4,More than 3 years,"Action, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Fishing,Water,4,4,3,2,3,5,5,4,4,4,4,4,3,2,2,4,3,4,3,3,4,2,2,2,4,2,4,4,5,5,4,5,5,5,1,3,1,5,2,5,4,5,5,2,5,5,5,5,4,1,1,1,4,4,4,4,1,5,5,3
476,5/25/2020 13:41,Filipino,Asia,Male,Undergraduate school,A pet,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,3,3,4,2,4,2,4,3,4,4,4,4,4,More than 3 years,Adventure,Everyday,6,2. Almost everyday,Planting trees/flowers,Simple,3,3,2,3,1,4,4,4,3,4,2,4,1,1,3,2,2,4,3,4,4,1,1,4,4,4,2,4,3,2,3,4,4,3,1,2,3,2,1,3,4,4,2,1,3,2,3,4,4,1,3,1,4,1,3,4,2,3,3,2
478,5/25/2020 14:54,American,US/Canada,Female,Undergraduate school,A pet,23,Hispanic or Latino,"Single, never married",Out of work and looking for work,Yes,More than a month,Very worried,4,2,4,4,5,2,5,4,5,4,3,3,5,2,5,More than 3 years,"Adventure, RPG",Everyday,2-3 hours,1. Everyday,Terraforming,Natural,2,2,3,3,1,5,5,5,5,4,2,4,1,2,4,4,2,1,2,4,3,4,1,2,4,3,2,3,5,5,5,5,5,5,2,4,3,4,1,5,4,4,4,2,4,4,3,4,5,2,3,2,4,4,4,4,2,4,4,2
491,5/25/2020 16:04,Australian,Other,Female,Undergraduate school,Both,23,White,"Single, never married",Unable to work,No,No self-isolation/social distancing,A little,3,2,4,3,5,2,5,4,5,4,1,1,3,3,4,More than 3 years,"Adventure, RPG, Simulation",Everyday,2-3 hours,1. Everyday,Terraforming,"modern, natural, cute",3,2,4,4,3,5,5,5,5,4,1,4,1,3,3,3,2,1,1,4,4,2,1,1,4,4,1,1,5,5,4,5,5,5,2,2,2,3,2,5,4,5,4,2,4,5,5,5,3,2,1,1,5,4,4,4,1,3,3,1
514,5/25/2020 19:47,British,EU,Female,High school,A garden,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,4,4,5,2,5,4,4,4,4,4,5,3,4,More than 3 years,"Adventure, RPG",Less than every month,2-3 hours,1. Everyday,Fishing,Natural,3,4,3,1,3,5,5,4,3,4,1,4,3,3,3,2,2,1,1,3,1,1,1,3,3,4,1,4,5,4,5,5,5,5,1,2,1,4,1,5,5,5,4,2,4,5,5,5,3,2,1,1,3,1,5,5,1,5,4,2
519,5/25/2020 20:06,British,EU,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,4,5,3,5,3,5,5,5,5,3,3,3,5,5,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,6,1. Everyday,Planting trees/flowers,Natural,2,2,4,4,3,5,5,5,5,4,2,3,2,2,1,2,3,3,4,3,4,2,1,1,4,4,2,1,5,4,2,5,4,4,1,3,2,3,2,5,3,4,4,2,3,4,4,5,4,1,5,1,3,4,3,3,2,3,1,2
524,5/25/2020 21:05,US Citizen,US/Canada,Female,Undergraduate school,A pet,23,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Worried,5,2,5,2,5,1,5,2,5,4,3,2,4,4,4,2-3 years,"Adventure, RPG, Simulation",Every week,2-3 hours,2. Almost everyday,Catching bugs,I use the cobblestone path. ,4,2,3,3,2,5,5,5,5,4,1,4,1,1,3,3,3,3,3,3,4,1,1,4,3,2,1,1,4,2,1,4,4,4,1,1,1,4,2,4,1,4,4,2,4,5,5,5,3,2,2,1,2,1,1,1,1,3,1,1
530,5/25/2020 21:57,Filipino,Asia,Female,Graduate school and higher,A pet,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,1,5,2,5,1,5,2,4,3,5,2,5,2,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,"If im not working, i play for an entire day",1. Everyday,Terraforming,Modern/cute style,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,5,5,5,5,5,5,2,4,3,4,4,5,4,5,5,3,5,5,5,5,5,3,3,3,4,5,5,5,2,5,4,4
532,5/25/2020 22:20,Filipino,Asia,Female,Undergraduate school,A pet,23,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,1,5,1,5,1,5,1,5,1,3,5,5,1,4,0-1 years,"Adventure, RPG, Simulation",Almost everyday,3-4 hours,1. Everyday,Planting trees/flowers,Depends on mood,3,3,4,3,3,4,5,4,5,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,5,4,5,5,5,4,1,1,1,4,4,5,4,5,4,1,5,5,5,5,4,2,4,2,5,4,5,5,1,5,5,3
539,5/25/2020 23:57,Filipino,Asia,Female,Undergraduate school,Both,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,2,4,3,4,2,4,4,4,4,3,3,4,2,4,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3-4 hours,1. Everyday,Fishing,european style,3,4,3,2,1,5,5,5,5,4,1,3,1,1,4,3,3,1,3,3,4,2,1,1,2,1,1,2,4,4,2,5,5,5,1,1,2,4,2,5,2,4,4,1,4,2,4,4,2,2,4,2,4,2,4,4,2,4,4,4
551,5/26/2020 5:27,Usa,US/Canada,Female,Graduate school and higher,A pet,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,5,2,5,1,5,4,5,3,4,5,4,4,5,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,12-13 (thanks quarantine),1. Everyday,Fishing,I made mine Dinosaur Themed xD,4,4,3,2,2,5,5,2,3,4,2,3,1,3,2,3,3,1,2,4,4,4,2,3,4,2,3,1,5,3,4,5,5,4,1,3,3,3,2,3,5,4,4,2,4,5,5,4,2,1,1,1,5,4,4,5,1,4,5,1
557,5/26/2020 8:57,Filipino,Asia,Male,Graduate school and higher,A pet,23,Asian,"Single, never married",Employed for wages,No,1 day,Very worried,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,More than 3 years,RPG,Almost everyday,3-4 hours,2. Almost everyday,Designing,City type,3,3,3,3,1,4,4,3,5,3,2,1,1,1,2,3,3,1,2,3,3,3,3,3,3,4,2,2,4,4,4,5,5,5,1,2,3,4,3,5,4,5,5,4,5,5,5,5,5,4,4,2,3,3,5,4,2,4,3,3
561,5/26/2020 11:52,Filipino,Asia,Male,Undergraduate school,A pet,23,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,2,2,4,3,4,1,5,3,5,3,2,3,3,1,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,4hours+,1. Everyday,Fishing,Island/beach theme,3,4,2,2,2,5,5,3,2,4,4,4,1,2,3,3,2,1,2,3,1,1,1,2,4,2,1,4,5,3,2,5,4,5,1,3,2,5,1,4,2,5,3,2,4,5,5,5,4,3,1,1,2,3,4,4,2,4,2,1
627,6/4/2020 17:57,Filipino,Asia,Female,Undergraduate school,A garden,23,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Very worried,3,3,4,3,5,1,5,4,4,3,3,4,4,2,4,More than 3 years,"Action, Adventure, Simulation, Strategy",Almost everyday,1-2 hours,2. Almost everyday,Planting trees/flowers,I like building waterfalls.,4,4,4,3,3,5,5,5,5,4,2,4,2,2,3,3,2,1,3,4,4,2,2,2,4,3,4,4,5,4,5,5,5,5,1,3,3,3,2,4,3,4,3,2,3,4,4,5,4,2,4,3,4,4,4,3,2,4,4,4
53,5/19/2020 12:07,Chinese,Asia,Female,Undergraduate school,A pet,24,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,3,5,1,5,3,2,4,4,4,3,4,2,5,5,More than 3 years,"Adventure, RPG, Simulation",Everyday,More than 3-4 Hours,1. Everyday,Planting trees/flowers,Modern Town Theme,3,4,3,2,1,5,5,5,5,4,1,4,1,2,3,3,2,2,2,3,3,2,2,3,2,1,1,1,5,4,3,5,4,5,2,4,4,5,3,5,3,5,4,2,2,5,5,5,3,2,2,2,4,5,5,5,2,4,1,3
67,5/20/2020 23:42,American,US/Canada,Male,Undergraduate school,A pet,24,White,"Single, never married",A student,Yes,More than a month,Worried,1,2,4,3,5,3,5,4,4,5,3,2,5,3,5,More than 3 years,"Action, RPG, Simulation",Almost everyday,2-3 hours,2. Almost everyday,The photo studio,Imitating previous games in the series,4,4,3,2,3,4,4,5,3,4,2,4,1,3,3,4,2,3,2,3,2,1,1,2,4,2,3,2,3,4,2,3,4,4,2,2,2,4,1,3,2,3,4,2,4,5,3,3,4,2,1,2,5,2,2,4,2,3,1,1
68,5/20/2020 23:42,French,EU,Female,High school,A garden,24,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,3,3,4,3,4,1,5,3,5,3,2,4,3,4,5,More than 3 years,"RPG, Versus fighting",Everyday,More than 10,1. Everyday,Terraforming,Space theme / anything not natural that can't exist irl,4,4,3,4,3,5,5,5,5,4,4,2,1,4,2,4,3,1,4,2,4,4,3,2,4,3,3,3,4,4,3,5,5,4,1,2,2,4,2,4,5,4,4,1,4,4,4,5,5,2,3,1,5,5,5,5,2,4,5,1
95,5/21/2020 1:26,us,US/Canada,Female,Undergraduate school,A garden,24,White,Married or domestic partnership,Employed for wages,No,More than 3 weeks,A little,3,3,2,4,3,3,3,3,3,4,3,4,2,3,3,1-2 years,Action,Almost every week,2-3 hours,4. Almost every week,Planting trees/flowers,beautiful,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,2,2,3,2,3,3,2,2
99,5/21/2020 1:41,us,US/Canada,Male,Graduate school and higher,A garden,24,Black or African American,Married or domestic partnership,Employed for wages,No,More than a month,A little,3,3,4,2,3,3,4,3,4,2,3,3,3,2,3,1-2 years,Simulation,Every month,2-3 hours,5. Every month,Planting trees/flowers,diversification,2,2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,3,3,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2
128,5/21/2020 4:38,United States,US/Canada,Male,Undergraduate school,A pet,24,White,"Single, never married",Employed for wages,Yes,More than 3 weeks,Worried,4,2,5,2,4,3,4,1,4,2,4,3,4,2,5,More than 3 years,"Adventure, Sports",Almost everyday,1-2 hours,2. Almost everyday,Fishing,forest,4,4,3,3,3,5,4,4,4,3,3,2,2,3,4,3,3,2,2,4,3,3,3,2,3,3,4,3,3,3,3,3,4,3,2,2,3,2,2,3,3,3,3,2,3,3,4,4,4,3,3,2,3,3,3,4,3,3,3,2
132,5/21/2020 4:45,American,US/Canada,Male,Undergraduate school,Both,24,White,"Single, never married",Employed for wages,Yes,More than a month,Very worried,3,3,2,2,5,2,5,4,4,5,2,3,4,4,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports, Puzzle",Everyday,5-6 hours,1. Everyday,Collecting furniture and D.I.Y’s,Small town with bricks and dirt paths,4,3,4,3,3,5,5,5,5,4,2,4,2,3,3,2,2,1,3,4,4,4,3,1,4,4,3,4,4,2,2,5,5,5,1,2,2,4,1,5,3,5,4,1,3,4,5,5,5,1,1,2,5,1,5,4,2,5,3,1
134,5/21/2020 4:46,Catalan (spanish),EU,Male,Graduate school and higher,None,24,White,"Single, never married",A student,Yes,More than a month,Very worried,4,5,5,3,5,1,5,5,5,5,5,3,5,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports, almost all of them",Almost everyday,2-3 hours,1. Everyday,Terraforming,Japanese,4,4,3,4,2,5,5,5,2,4,4,4,1,2,3,3,2,2,3,2,2,1,1,1,4,1,2,2,5,5,4,5,5,5,1,1,1,5,1,5,5,5,5,2,5,5,5,5,5,1,1,1,5,1,5,5,1,5,5,1
141,5/21/2020 4:59,America,US/Canada,Female,High school,A garden,24,Black or African American,"Single, never married",Unable to work,No,No self-isolation/social distancing,Very worried,4,4,4,2,5,3,4,2,5,3,4,2,4,3,5,2-3 years,"Adventure, RPG",Almost every week,1-2 hours,3. Every week,Catching bugs,Disneyland,4,2,2,3,3,5,3,4,3,3,2,1,2,3,3,2,1,1,2,3,2,3,4,1,2,2,3,4,4,4,3,2,2,2,2,3,3,3,4,3,2,3,3,4,4,4,3,2,4,4,4,3,2,3,3,4,2,2,4,4
196,5/21/2020 17:51,usa,US/Canada,Male,Undergraduate school,Both,24,White,Married or domestic partnership,Employed for wages,Yes,More than 2 weeks,Worried,4,2,5,2,4,2,5,3,4,1,4,2,5,2,4,2-3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3-4 hours,2. Almost everyday,Fishing,none,3,3,3,3,4,5,5,5,4,3,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,4,3,4,4,4,5,4,4,4,5,4,4,3,4,5,5,5,4,3,4,5,5,5,5,4,3,3,4,5,4,4,5,5
212,5/22/2020 1:45,Indonesia ,Asia,Female,Undergraduate school,None,24,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,3,5,3,5,2,5,4,4,4,4,4,4,2,5,More than 3 years,Simulation,Almost everyday,3-4 hours,1. Everyday,Terraforming,Beach island vibe,3,3,4,4,4,5,5,5,3,4,2,4,1,1,4,4,4,4,4,4,3,3,1,3,4,4,2,2,5,4,4,5,5,5,1,2,2,5,1,5,3,5,5,1,4,5,5,5,4,1,1,1,4,3,5,5,1,5,3,2
217,5/22/2020 7:31,USA,US/Canada,Female,Graduate school and higher,None,24,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,2,3,3,2,4,2,5,5,4,5,4,5,3,3,4,More than 3 years,"Adventure, Simulation",Everyday,1-2 hours,1. Everyday,Doing daily chores and talking to villagers,Not sure,3,2,2,2,2,4,4,4,5,4,1,3,1,2,3,3,3,2,3,3,4,3,1,2,3,3,1,2,4,3,4,5,4,5,1,3,3,3,3,4,4,5,3,3,3,3,4,5,4,3,3,3,4,3,3,4,3,4,2,2
222,5/22/2020 19:35,American,US/Canada,Female,Undergraduate school,A pet,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,3,4,5,4,5,4,5,5,4,5,5,5,4,5,5,More than 3 years,"RPG, Simulation",Everyday,8,1. Everyday,Decorating my island,Natural,3,3,4,3,3,5,5,5,5,4,1,3,1,3,3,4,2,2,3,3,4,3,3,2,3,4,1,1,4,4,2,4,5,4,2,2,3,3,1,4,2,3,4,2,4,4,3,4,4,2,1,2,3,1,4,4,2,3,1,1
225,5/22/2020 23:43,USA,US/Canada,Female,Graduate school and higher,A garden,24,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,5,5,5,3,5,2,5,3,5,5,5,4,4,3,5,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2-3 hours,3. Every week,Catching bugs,farm,4,3,2,2,3,5,4,4,4,3,2,1,3,4,3,4,1,1,4,3,3,1,3,1,3,4,3,4,4,5,4,5,5,4,1,1,1,4,1,4,5,4,4,2,4,5,4,4,5,1,1,1,3,4,5,5,1,4,2,1
240,5/23/2020 12:17,Chinese,Asia,Female,Undergraduate school,A pet,24,Asian,"Single, never married",Self-employed,Yes,More than 3 weeks,Worried,4,3,3,4,4,2,3,4,3,5,3,2,4,2,4,2-3 years,"Action, Strategy",Almost every week,3-4 hours,1. Everyday,Fishing,zen / japanese,3,4,3,2,3,5,5,3,4,4,1,1,1,4,4,2,3,2,1,3,2,4,2,2,1,3,3,2,4,3,2,3,2,3,3,4,5,5,4,2,3,4,5,3,4,4,4,5,5,3,3,2,2,3,3,3,3,4,2,4
253,5/24/2020 22:05,British,EU,Female,Undergraduate school,A pet,24,Black or African American,"Single, never married",Employed for wages,Yes,More than a month,A little,3,5,5,1,5,5,5,5,5,5,4,5,5,3,1,0-1 years,Simulation,Everyday,3-4 hours,1. Everyday,Planting trees/flowers,Natural,3,2,4,4,3,3,3,5,5,4,3,4,2,1,4,4,3,4,2,4,4,4,2,4,4,4,2,2,5,5,4,5,5,5,1,1,1,1,1,5,5,5,5,1,5,5,5,5,4,2,3,1,5,5,5,5,1,5,5,1
261,5/24/2020 22:31,British,EU,Female,Undergraduate school,Both,24,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,2,4,4,4,4,2,5,4,4,4,2,3,2,4,4,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,Can be 5+ depending on work,1. Everyday,Collecting furniture/designing houses,Natural/Countryside town,3,3,2,4,2,5,5,5,5,4,2,4,1,2,3,2,4,2,3,4,4,3,2,1,2,1,2,1,4,4,3,4,4,4,3,2,2,3,2,4,3,4,4,2,4,4,3,5,4,2,2,2,3,4,4,4,2,4,2,3
264,5/24/2020 22:41,British ,EU,Female,Graduate school and higher,Both,24,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,2,2,5,3,5,4,4,4,4,5,2,4,3,4,3,More than 3 years,"Adventure, Simulation",Everyday,20,1. Everyday,Visiting other islands ,Natural ,3,4,3,3,2,5,5,5,5,4,1,4,1,3,3,3,2,1,3,3,4,4,3,1,4,3,3,4,5,4,4,5,4,4,1,2,1,3,1,5,3,4,4,2,3,4,4,5,5,1,1,1,3,1,4,3,1,2,1,1
266,5/24/2020 22:44,Scottish,EU,Female,Undergraduate school,Both,24,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,5,3,5,2,5,4,5,5,5,3,5,4,5,More than 3 years,"Adventure, Simulation",Almost everyday,More than 4 hours ,2. Almost everyday,Planting trees/flowers,Lots of waterfalls and custom paths,4,3,4,3,2,5,5,5,5,4,2,4,1,2,4,3,3,3,3,4,4,1,1,1,4,4,1,2,5,3,3,5,5,5,1,2,3,3,2,5,5,5,5,3,3,5,5,5,5,2,3,1,5,1,5,5,1,3,5,1
273,5/24/2020 23:01,English ,EU,Female,High school,Both,24,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,3,1,5,4,5,1,5,5,2,1,5,5,5,1,5,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,Way above 20hrs,1. Everyday,Catching bugs,Natural ,4,1,3,3,3,4,4,4,4,4,1,4,4,3,3,4,2,2,4,4,3,2,3,4,4,3,3,1,5,3,2,5,5,5,1,1,1,1,1,5,3,5,5,1,3,5,5,5,5,1,1,1,1,1,3,5,1,2,3,1
