,Gamer_ID,Date of Entry,A1_1,Grouped A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,CC2,C3,C4,Corrected C4,C5,C6,CC6,C7,C8,CC8,C9,C10,CC10,C11,C12,CC12,C13,C14,CC14,C15,Weighted Score,Good or Bad,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Action,Adventure,FPS,Fighting,Pointandclick,RPG,Simulation,Sports,Story-driven,Strategy,Variedthemesallinonegameex:recroom,puzzle,vrchat
220,221,5/22/2020 12:14,US,American,US/Canada,Male,Graduate school and higher,A pet,29,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,3,2,3,2,2,3,2,3,2,4,3,2,4,3,2,3,2,3,2,3,2,2,2.6,Bad,More than 3 years,Sports,Almost everyday,3.5,6. Less than every month,Fishing,no,2,4,3,2,3,5,3,4,3,3,2,1,3,4,3,2,1,1,2,3,2,2,4,1,2,3,4,2,5,4,3,4,3,5,2,3,2,3,2,4,3,5,4,3,4,4,3,4,3,2,2,1,2,2,3,3,2,4,1,3,No,No,No,No,No,No,No,Yes,No,No,No,No,No
221,222,5/22/2020 19:35,American,American,US/Canada,Female,Undergraduate school,A pet,24,White,"Single, never married",Employed for wages,Yes,More than a month,A little,3,4,1,5,4,1,5,4,1,5,5,0,4,5,0,5,5,0,4,5,0,5,2.6,Bad,More than 3 years,"RPG, Simulation",Everyday,8,1. Everyday,Decorating my island,Natural,3,3,4,3,3,5,5,5,5,4,1,3,1,3,3,4,2,2,3,3,4,3,3,2,3,4,1,1,4,4,2,4,5,4,2,2,3,3,1,4,2,3,4,2,4,4,3,4,4,2,1,2,3,1,4,4,2,3,1,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
222,223,5/22/2020 23:14,USA,American,US/Canada,Female,Graduate school and higher,A pet,28,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,1,4,4,3,2,4,1,4,4,2,3,5,2,3,3,2,3,4,1,4,4,3.666666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Sports",Almost everyday,2.5,3. Every week,Catching bugs,Cartoon,4,3,3,2,3,4,5,3,4,3,4,3,2,3,3,4,3,2,3,3,4,3,2,3,3,3,4,3,4,5,4,4,5,4,1,4,2,5,1,4,5,4,4,1,4,5,4,4,5,1,1,1,1,4,5,4,1,5,2,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
223,224,5/22/2020 23:32,US,American,US/Canada,Male,Graduate school and higher,Both,25,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,4,1,4,4,4,1,5,4,1,5,4,1,5,5,0,5,5,0,5,4,1,5,3.066666667,Bad,2-3 years,"Action, Adventure, RPG, Simulation, Strategy",Every week,1.5,3. Every week,Fishing,animal,3,4,3,2,3,5,4,3,3,3,4,3,3,4,3,4,3,2,3,3,2,3,3,4,3,3,4,3,4,5,4,5,5,4,1,2,1,5,1,4,4,5,4,2,4,5,5,4,4,1,1,1,2,4,5,5,1,4,2,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
224,225,5/22/2020 23:43,USA,American,US/Canada,Female,Graduate school and higher,A garden,24,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,5,5,0,5,3,2,5,2,3,5,3,2,5,5,0,5,4,1,4,3,2,5,3.266666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2.5,3. Every week,Catching bugs,farm,4,3,2,2,3,5,4,4,4,3,2,1,3,4,3,4,1,1,4,3,3,1,3,1,3,4,3,4,4,5,4,5,5,4,1,1,1,4,1,4,5,4,4,2,4,5,4,4,5,1,1,1,3,4,5,5,1,4,2,1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
225,226,5/22/2020 23:52,US,American,US/Canada,Male,Graduate school and higher,A pet,27,Black or African American,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,5,3,2,5,2,3,5,2,3,5,3,2,5,4,1,5,3,2,4,4,1,5,3.533333333,Good,2-3 years,"Action, Adventure, Simulation, Strategy, Sports",Every week,1.5,3. Every week,Fishing,garden,3,4,3,3,4,5,4,4,3,3,2,1,3,4,4,3,2,1,2,4,3,2,2,1,3,4,3,4,4,4,5,4,4,5,2,2,1,4,2,5,4,4,5,1,4,4,5,4,4,1,1,1,2,4,5,4,1,4,2,1,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
226,227,5/23/2020 1:39,UK,British,EU,Female,Graduate school and higher,Both,28,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,3,2,3,3,2,4,3,2,4,3,2,3,3,2,3,3,2,3,3,2,3,2.666666667,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Not sure ,4,4,4,4,4,5,5,5,5,4,1,4,1,1,2,3,3,1,2,4,4,4,1,1,4,3,1,2,5,5,5,5,5,5,1,2,1,5,2,5,4,5,5,1,3,5,4,5,4,1,1,1,4,4,4,4,1,3,3,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
227,228,5/23/2020 1:49,American ,American,US/Canada,Female,High school,A pet,19,Asian,"Single, never married",A student,Yes,More than a month,Worried,5,4,1,4,2,3,5,2,3,5,5,0,5,5,0,4,5,0,4,4,1,5,3,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Fishing,Natural. ,4,4,3,3,3,4,4,4,4,4,2,4,1,2,2,4,4,3,2,3,4,2,1,2,4,4,2,3,5,4,4,5,5,5,1,1,1,5,1,5,5,5,4,1,4,3,4,5,5,3,1,1,5,3,5,5,1,5,5,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
228,229,5/23/2020 1:50,American,American,US/Canada,Male,High school,Both,15,White,"Single, never married",A student,Yes,More than a month,A little,4,3,2,5,4,1,5,1,4,5,5,0,4,5,0,5,4,1,3,3,2,5,3.066666667,Bad,More than 3 years,"Adventure, Simulation, puzzle",Everyday,3.5,2. Almost everyday,Catching bugs,I like to make my villagers have their own cool areas to live in,4,3,2,4,3,5,4,5,2,4,1,4,2,1,3,4,4,1,3,4,3,4,1,1,4,4,1,1,5,5,1,5,5,5,1,4,3,5,1,5,3,5,5,2,4,5,3,5,5,1,5,3,5,1,5,5,3,5,3,3,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No
229,230,5/23/2020 1:54,American,American,US/Canada,Male,Secondary school,Both,13,White,"Single, never married",A student,Yes,More than a month,Worried,4,2,3,5,5,0,5,3,2,5,5,0,5,5,0,5,5,0,5,3,2,5,3.066666667,Bad,More than 3 years,"Action, Adventure, Simulation, Strategy, Varied themes all in one game ex: rec room, vr chat,",Everyday,6.5,2. Almost everyday,Fishing,Trying to keep the natural form of the island but making some parts industrial,4,4,3,2,3,5,5,5,4,4,2,4,4,2,2,2,2,2,2,3,4,3,3,3,4,4,3,4,5,3,4,5,5,5,2,2,1,4,1,5,1,5,4,1,5,5,5,5,5,2,1,1,4,2,5,4,2,4,1,4,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
230,231,5/23/2020 2:00,Mexican American ,American,US/Canada,Male,Secondary school,A pet,14,Hispanic or Latino,"Single, never married",A student,Yes,More than 3 weeks,A little,3,4,1,3,1,4,5,1,4,3,4,1,5,3,2,3,4,1,4,2,3,4,3.066666667,Bad,More than 3 years,"Action, Adventure, Simulation, Strategy",Everyday,30,1. Everyday,Terraforming,I go for mostly a more grassy type style,4,3,3,4,2,5,5,5,2,4,2,3,1,2,2,4,3,1,3,3,2,2,2,2,4,3,2,2,5,4,3,5,4,4,1,1,1,4,2,4,5,4,4,1,5,4,4,5,3,2,5,4,4,3,4,4,1,5,5,5,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
231,232,5/23/2020 2:01,American,American,US/Canada,Male,Secondary school,Both,13,White,"Single, never married",A student,Yes,More than a month,A little,5,2,3,5,4,1,5,3,2,5,5,0,5,5,0,5,5,0,5,3,2,5,3.2,Good,More than 3 years,"Action, Adventure, Strategy, Creation games ex: rec room vrchat",Everyday,6.5,2. Almost everyday,Fishing,Keeping the natural theme of the original island but adding industrial parts to it,4,4,4,3,4,5,5,5,4,4,2,4,4,2,3,2,2,2,2,3,4,3,4,3,4,4,4,4,5,3,5,5,4,5,2,2,2,4,2,5,2,5,4,2,4,5,5,5,5,2,1,1,4,1,5,3,2,5,2,4,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
232,233,5/23/2020 2:11,Chinese,Chinese,Asia,Female,Graduate school and higher,A pet,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,4,1,5,1,4,5,3,2,5,5,0,5,5,0,5,5,0,5,3,2,5,3.266666667,Good,More than 3 years,"RPG, Simulation",Everyday,3.5,1. Everyday,Decorating,Urban and natural,3,3,4,4,4,5,5,5,5,4,1,4,1,4,4,4,4,1,2,4,4,1,1,1,4,4,1,1,5,5,4,5,5,5,3,3,4,4,1,5,5,5,5,1,5,5,5,5,5,3,3,3,5,3,5,5,3,5,3,3,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
233,234,5/23/2020 2:14,American,American,US/Canada,Male,High school,Both,19,Hispanic or Latino,"Single, never married",Military,Yes,More than a month,A little,3,3,2,4,4,1,5,2,3,3,2,3,4,4,1,4,3,2,5,4,1,5,3.066666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,2.5,1. Everyday,Fishing,Dense island,3,4,3,3,3,5,5,4,3,4,2,4,1,1,3,4,3,4,4,3,2,2,4,1,4,2,3,4,4,3,3,5,5,5,2,3,1,3,1,5,4,4,4,1,5,5,5,5,4,1,2,1,5,2,4,4,1,5,3,2,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
234,235,5/23/2020 2:53,White,British,EU,Female,High school,Both,19,White,"Single, never married",A student,Yes,More than a month,Worried,5,3,2,5,1,4,5,2,3,5,4,1,5,5,0,5,5,0,5,4,1,5,3.4,Good,2-3 years,Simulation,Almost everyday,3.5,1. Everyday,Making designs,Cottagecore,2,2,4,4,4,2,2,5,5,4,1,3,2,2,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,1,1,2,2,2,5,4,5,5,1,5,5,5,5,5,3,1,1,1,2,5,5,1,5,5,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No
235,236,5/23/2020 5:28,American,American,US/Canada,Female,Undergraduate school,A pet,32,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,4,2,3,4,2,3,2,3,2,3,4,1,3,4,1,2,3,2,4,2.666666667,Bad,More than 3 years,"Adventure, RPG, Simulation",Everyday,1.5,1. Everyday,Terraforming,Fossil Hunter,4,3,3,3,3,3,4,3,5,4,1,4,3,3,2,3,3,4,3,3,4,3,4,2,4,2,3,3,5,3,3,5,5,4,1,3,1,3,2,5,3,5,3,1,4,5,5,5,3,2,1,1,4,3,4,4,1,5,2,2,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
236,237,5/23/2020 5:29,Caucasian ,British,EU,Female,High school,A pet,25,White,Married or domestic partnership,Unable to work,Yes,More than a month,A little,5,4,1,5,3,2,5,2,3,5,4,1,4,5,0,5,5,0,3,3,2,5,3.066666667,Bad,More than 3 years,"RPG, Strategy",Everyday,3.5,1. Everyday,Forming relationships and interacting with villagers,Hills and lots of water,4,3,4,3,4,5,5,5,5,4,4,4,4,2,4,3,2,2,3,4,4,3,3,3,3,4,2,3,5,5,5,5,5,5,1,4,2,5,1,5,3,5,5,1,5,5,5,5,4,1,1,1,3,3,5,4,1,5,4,1,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
237,238,5/23/2020 5:44,American,American,US/Canada,Female,High school,A pet,27,Hispanic or Latino,"Single, never married",Military,Yes,More than a month,A little,3,2,3,4,1,4,2,1,4,4,1,4,5,1,4,4,2,3,5,1,4,2,3.666666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,7.5,1. Everyday,Planting trees/flowers,Natural ,2,3,4,4,3,5,5,5,5,4,2,3,1,4,1,3,4,1,4,4,4,4,1,2,3,4,2,4,4,5,3,5,5,5,1,1,1,5,1,5,5,5,5,1,5,5,5,5,4,1,1,1,5,4,5,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
238,239,5/23/2020 12:06,american,American,US/Canada,Female,High school,A pet,26,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,3,2,5,4,1,5,1,4,5,3,2,5,5,0,3,5,0,5,2,3,5,3.266666667,Good,More than 3 years,"RPG, Simulation, Strategy",Almost everyday,3.5,2. Almost everyday,Planting trees/flowers,natural ,3,2,4,3,3,4,4,4,4,4,1,4,1,3,1,2,2,3,2,4,3,4,2,3,3,3,3,3,3,4,4,5,5,5,2,3,2,5,1,5,4,4,4,2,4,5,5,5,3,4,1,1,4,1,5,5,3,5,4,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
239,240,5/23/2020 12:17,Chinese,Chinese,Asia,Female,Undergraduate school,A pet,24,Asian,"Single, never married",Self-employed,Yes,More than 3 weeks,Worried,4,3,2,3,4,1,4,2,3,3,4,1,3,5,0,3,2,3,4,2,3,4,2.733333333,Bad,2-3 years,"Action, Strategy",Almost every week,3.5,1. Everyday,Fishing,zen / japanese,3,4,3,2,3,5,5,3,4,4,1,1,1,4,4,2,3,2,1,3,2,4,2,2,1,3,3,2,4,3,2,3,2,3,3,4,5,5,4,2,3,4,5,3,4,4,4,5,5,3,3,2,2,3,3,3,3,4,2,4,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
240,241,5/23/2020 12:32,Argentina,Other,Other,Male,Graduate school and higher,Both,30,Hispanic or Latino,"Single, never married",Self-employed,Yes,More than a month,Worried,3,4,1,4,3,2,5,1,4,5,3,2,4,5,0,3,4,1,4,3,2,4,2.933333333,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Forest,4,4,4,4,3,5,5,5,3,4,2,4,1,2,4,4,2,3,2,4,4,3,1,1,4,4,3,4,4,3,5,4,5,4,1,4,2,4,1,5,3,4,4,2,4,4,4,4,4,1,2,1,4,3,4,4,1,4,5,3,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
241,242,5/23/2020 12:39,American,American,US/Canada,Male,Undergraduate school,None,21,Black or African American,"Single, never married",Self-employed,Yes,More than a month,A little,4,4,1,4,3,2,5,2,3,5,4,1,4,5,0,4,5,0,4,3,2,5,2.933333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,2.5,1. Everyday,Terraforming,I prefer a natural theme,2,2,4,4,2,5,5,5,4,4,3,2,4,2,4,3,2,1,2,4,2,1,2,1,4,2,3,2,5,5,5,5,5,5,1,2,1,5,1,5,2,4,5,1,5,5,5,5,5,1,1,1,4,2,5,5,1,4,1,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
242,243,5/23/2020 13:07,american,American,US/Canada,Female,Secondary school,Both,15,White,"Single, never married",A student,Yes,More than a month,Worried,3,4,1,4,4,1,5,1,4,4,3,2,4,5,0,2,4,1,3,4,1,4,2.6,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,1. Everyday,Fishing,"cute, but elegant",3,4,3,2,3,5,5,5,5,4,1,4,1,2,2,3,2,4,3,4,4,4,2,1,2,4,3,4,5,3,4,5,5,5,1,2,2,4,2,5,2,4,3,2,3,4,5,5,5,1,3,2,4,4,5,4,2,4,2,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
243,244,5/23/2020 17:08,Vietnam,Vietnamese,Asia,Female,Undergraduate school,A garden,23,Asian,"Single, never married",Self-employed,Yes,More than a month,Worried,3,2,3,4,3,2,5,3,2,5,3,2,4,4,1,2,5,0,2,3,2,4,2.733333333,Bad,1-2 years,"Adventure, Simulation, Strategy",Almost everyday,2.5,2. Almost everyday,Planting trees/flowers,pastoral,4,4,4,4,3,5,5,5,5,2,2,4,2,2,3,4,4,1,3,4,4,2,2,2,4,3,2,3,3,3,4,4,4,3,2,3,2,4,2,5,2,4,3,1,3,5,4,4,3,2,2,2,3,4,4,3,2,4,3,2,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
244,245,5/23/2020 18:06,Filipino,Filipino,Asia,Male,Graduate school and higher,None,28,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,2,3,5,3,2,5,5,0,5,4,1,5,5,0,4,5,0,5,4,1,5,3.066666667,Bad,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,3.5,1. Everyday,Mostly trading and designing,"Recently i have tried experimenting by upgrading my right side of the island to tier 2, so basically the normal ground is in the 2nd floor and so i can create a kinda like basement area which looks cool from a higher standing point. ",4,4,3,3,2,5,5,5,4,4,1,4,1,2,3,4,2,1,2,4,4,3,1,1,4,4,1,3,3,5,1,5,5,5,4,2,1,4,5,3,1,5,5,1,5,5,5,5,3,4,5,5,2,5,5,5,4,5,4,1,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
245,246,5/23/2020 18:17,Norwegian,Norwegian,EU,Female,High school,A pet,17,White,Married or domestic partnership,Unable to work,Yes,More than a month,Worried,4,4,1,5,3,2,5,1,4,5,3,2,4,4,1,2,5,0,4,3,2,3,2.933333333,Bad,More than 3 years,Adventure,Almost everyday,6.5,1. Everyday,Decorating ,A natural mountain forest look!,2,2,4,3,4,5,5,5,3,4,2,3,1,2,3,2,1,1,1,2,4,1,2,1,2,4,1,3,3,4,2,4,5,5,1,1,1,3,2,4,1,5,4,1,3,3,3,4,5,1,3,1,5,3,3,4,3,2,1,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
246,247,5/23/2020 20:47,American,American,US/Canada,Female,High school,A pet,25,White,Married or domestic partnership,A student,Yes,More than a month,Not at all,5,3,2,3,4,1,4,1,4,5,5,0,5,5,0,4,3,2,1,3,2,5,2.866666667,Bad,More than 3 years,"Adventure, RPG, Strategy",Every week,2.5,6. Less than every month,Catching bugs,Have not thought of this,4,1,3,1,3,1,5,1,1,4,2,4,1,1,2,3,3,1,3,2,1,1,1,3,4,1,1,2,4,4,1,5,2,4,1,4,5,5,1,5,1,5,4,3,3,2,5,5,1,1,1,1,2,2,5,2,1,1,1,4,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
247,248,5/23/2020 21:29,indonesian,Indonesian ,Asia,Female,Undergraduate school,None,23,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Very worried,3,4,1,5,3,2,5,3,2,5,4,1,5,3,2,3,4,1,4,3,2,5,3.066666667,Bad,More than 3 years,Simulation,Less than every month,2.5,1. Everyday,Catching bugs,cottagecore or studio ghibli themed islands ,4,2,3,3,3,5,5,5,5,4,3,4,2,1,3,3,3,3,3,4,3,2,2,3,3,4,3,2,5,5,5,5,5,5,1,3,2,3,1,5,4,5,5,2,3,5,5,5,5,2,2,1,4,3,3,4,2,4,2,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
248,249,5/23/2020 23:34,New Zealander,New Zealander,Other,Male,High school,Both,17,White,"Single, never married",Out of work and looking for work,Yes,More than a month,A little,4,2,3,4,3,2,4,3,2,4,3,2,4,2,3,2,1,4,3,4,1,3,3,Bad,More than 3 years,FPS,Everyday,3.5,1. Everyday,Fishing,Ancient japanese,2,4,2,1,3,5,4,2,1,4,1,3,1,2,2,3,2,1,2,2,1,1,1,1,4,3,3,2,4,4,4,4,5,5,1,3,2,3,1,5,3,5,3,2,3,3,4,4,5,1,1,1,3,1,3,3,2,3,1,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No
249,250,5/24/2020 0:06,Canadian,Canadian,US/Canada,Female,High school,A garden,19,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,3,2,3,3,2,4,3,2,3,4,1,4,4,1,5,3,2,5,3,2,4,2.933333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,3.5,1. Everyday,Taking to my villagers ,Both,3,3,3,3,3,5,5,3,3,4,2,4,3,2,2,3,4,1,3,3,3,2,4,4,4,3,3,4,4,4,3,4,4,4,1,3,3,3,3,5,4,4,4,3,4,3,4,4,4,2,2,2,4,3,3,3,3,3,3,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
250,251,5/24/2020 10:44,Canadian,Canadian,US/Canada,Male,High school,None,30,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,A little,4,3,2,4,3,2,5,1,4,5,4,1,4,5,0,4,5,0,4,3,2,5,3.066666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Almost everyday,3.5,1. Everyday,Fishing,Both Water & Cliffs,3,4,2,3,4,5,5,5,5,4,2,4,1,2,2,4,4,2,2,3,2,2,2,3,4,2,3,4,5,4,3,5,5,5,1,2,1,3,1,5,3,5,4,1,4,5,5,5,4,1,1,1,5,4,4,5,1,5,3,2,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
251,252,5/24/2020 22:03,British,British,EU,Female,Secondary school,A pet,46,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Worried,3,4,1,4,3,2,4,2,3,4,3,2,4,3,2,4,3,2,4,2,3,4,3.066666667,Bad,More than 3 years,"Adventure, RPG, Strategy",Almost everyday,2.5,1. Everyday,Fishing,Building ,4,4,4,3,4,4,4,4,4,4,1,4,2,3,3,4,4,3,2,4,3,1,3,3,3,3,3,4,5,4,4,4,5,5,1,4,1,3,1,3,3,3,3,1,2,2,4,5,3,1,1,1,4,4,4,4,1,3,1,1,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
252,253,5/24/2020 22:05,British,British,EU,Female,Undergraduate school,A pet,24,Black or African American,"Single, never married",Employed for wages,Yes,More than a month,A little,3,5,0,5,1,4,5,5,0,5,5,0,5,5,0,4,5,0,5,3,2,1,2.6,Bad,0-1 years,Simulation,Everyday,3.5,1. Everyday,Planting trees/flowers,Natural,3,2,4,4,3,3,3,5,5,4,3,4,2,1,4,4,3,4,2,4,4,4,2,4,4,4,2,2,5,5,4,5,5,5,1,1,1,1,1,5,5,5,5,1,5,5,5,5,4,2,3,1,5,5,5,5,1,5,5,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
253,254,5/24/2020 22:14,British ,British,EU,Female,Undergraduate school,None,23,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,4,4,1,5,4,1,5,2,3,4,4,1,5,5,0,4,3,2,4,4,1,5,3,Bad,1-2 years,"Simulation, Strategy",Everyday,5.5,1. Everyday,Fishing,Natural,3,4,3,3,2,5,5,4,2,4,1,4,1,2,2,3,3,1,3,4,3,1,2,2,4,2,1,2,4,3,5,5,5,5,2,2,1,4,3,4,4,4,3,1,4,4,4,4,3,2,2,1,4,3,5,5,2,3,4,2,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
254,255,5/24/2020 22:22,British,British,EU,Female,Undergraduate school,Both,19,White,Married or domestic partnership,A student,No,1 day,Not at all,5,5,0,5,5,0,5,1,4,5,5,0,5,5,0,5,5,0,5,1,4,5,3.2,Good,2-3 years,Adventure,Almost everyday,3.5,2. Almost everyday,Terraforming,Water,3,3,4,4,4,5,5,5,5,4,1,4,1,3,4,4,4,4,1,4,4,1,1,4,4,4,1,4,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,5,5,5,5,1,1,1,5,1,5,5,1,5,5,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
255,256,5/24/2020 22:26,British,British,EU,Female,Graduate school and higher,Both,22,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,5,4,1,5,2,3,5,3,2,5,3,2,5,3,2,5,5,0,5,5,0,5,3.333333333,Good,More than 3 years,"Action, Adventure, Simulation, Strategy",Almost everyday,3.5,2. Almost everyday,Fishing,Simple and natural,3,4,2,2,3,5,5,5,5,4,3,2,3,1,2,3,2,3,3,4,4,3,2,2,4,3,2,3,5,4,5,5,5,5,1,3,2,4,4,5,4,5,4,1,4,5,5,5,5,1,1,1,5,4,5,4,2,4,4,2,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
256,257,5/24/2020 22:26,British/English ,British,EU,Female,Undergraduate school,A pet,25,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,2,4,2,3,5,1,4,5,4,1,5,3,2,5,4,1,5,4,1,5,3.533333333,Good,More than 3 years,"Adventure, RPG, Simulation",Everyday,6,1. Everyday,Catching bugs,"I have a mix of styles of ground terraforming across my island, depending on the area, with flowers and fencing to match. ",4,3,4,3,3,5,5,5,5,4,3,4,1,3,3,4,4,1,3,4,4,4,4,1,4,4,4,4,5,2,5,5,5,5,1,1,1,5,1,5,5,5,4,1,5,5,5,5,5,1,1,2,5,1,5,5,1,5,5,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
257,258,5/24/2020 22:27,British,British,EU,Female,Undergraduate school,Both,35,White,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,5,4,1,5,5,0,5,5,0,5,5,0,5,4,1,5,5,0,5,5,0,5,2.8,Bad,More than 3 years,Simulation,Everyday,3.5,1. Everyday,Shopping,Randomness ,4,4,3,2,3,5,5,4,4,4,1,1,1,3,4,3,3,3,3,3,3,1,3,4,4,1,4,4,4,2,5,5,5,5,2,3,4,3,3,5,4,5,2,3,2,1,3,5,3,2,2,2,5,4,5,4,1,3,3,3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
258,259,5/24/2020 22:28,British ,British,EU,Female,Secondary school,Both,32,White,"Single, never married",Out of work and looking for work,Yes,More than a month,Not at all,3,5,0,2,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,2.333333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,7,1. Everyday,Fishing,Nature,4,4,4,3,4,5,5,5,5,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,3,4,5,5,5,5,1,1,1,5,3,5,5,1,3,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
259,260,5/24/2020 22:30,British,British,EU,Female,Undergraduate school,Both,19,White,"Single, never married",A student,No,No self-isolation/social distancing,Very worried,3,4,1,4,5,0,5,2,3,5,5,0,3,4,1,5,5,0,4,2,3,5,2.8,Bad,More than 3 years,"Action, Adventure",Almost everyday,3.5,2. Almost everyday,Fishing,Natural,4,4,1,1,3,5,5,3,4,4,1,4,1,1,1,1,3,3,3,3,4,1,1,1,3,4,1,4,4,4,5,5,5,5,1,5,1,5,1,5,5,5,5,1,5,5,5,5,5,1,1,1,5,3,4,5,1,5,5,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
